,city,state,date, pm25, o3, pm10, no2, so2, co
17683,Dover,Delaware,2021-01-09,42.0,29.0,,,,
93544,Pierre,South Dakota,2021-01-09,37.0,,,,,
68970,Santa Fe,New Mexico,2021-01-09,15.0,31.0,,,,
22813,Atlanta,Georgia,2021-01-09,24.0,,,,,
58538,Lincoln,Nebraska,2021-01-09,75.0,,,,,
114103,Cheyenne,Wyoming,2021-01-09,12.0,26.0,4.0,2.0,,
81015,Oklahoma City,Oklahoma,2021-01-09,62.0,,30.0,19.0,,8.0
109308,Olympia,Washington,2021-01-09,39.0,19.0,,,,
25822,Boise,Idaho,2021-01-09,31.0,,11.0,,,6.0
78723,Columbus,Ohio,2021-01-09,29.0,,,,,
29820,Indianapolis,Idiana,2021-01-09,41.0,13.0,,13.0,,5.0
98006,Austin,Texas,2021-01-09,33.0,,,,,
60922,Carson City,Nevada,2021-01-09,12.0,,,,,
73834,Raleigh,North Carolina,2021-01-09,38.0,23.0,8.0,2.0,2.0,1.0
85902,Harrisburg,Pennsylvania,2021-01-09,32.0,29.0,6.0,4.0,,
37294,Frankfort,Kentucky,2021-01-09,45.0,,,,,
103756,Richmond,Virginia,2021-01-09,32.0,13.0,,1.0,,
88549,Providence,Rhode Island,2021-01-09,19.0,28.0,,3.0,,1.0
7440,Little Rock,Arkansas,2021-01-09,26.0,28.0,,,,
48551,Saint Pau,Minnesota,2021-01-09,58.0,,,,,
100622,Salt Lake City,Utah,2021-01-09,62.0,22.0,,20.0,,
111464,Madison,Wisconsin,2021-01-09,39.0,,12.0,,,
23219,Honolulu,Hawaii,2021-01-09,15.0,24.0,,,,
83445,Salem,Oregon,2021-01-09,27.0,,,,,
92026,Columbia,South Carolina,2021-01-09,,19.0,,,,
76263,Bismarck,North Dakota,2021-01-09,55.0,16.0,14.0,5.0,5.0,1.0
34861,Topeka,Kansas,2021-01-09,56.0,19.0,27.0,,,
5025,Phoenix,Arizona,2021-01-09,53.0,23.0,53.0,,,8.0
32314,Des Moines,Iowa,2021-01-09,65.0,,,4.0,,
12772,Denver,Colorado,2021-01-09,33.0,6.0,10.0,9.0,,2.0
20174,Tallahassee,Florida,2021-01-09,39.0,10.0,,,,
53536,Jefferson City,Missouri,2021-01-09,39.0,,,3.0,,1.0
51031,Jackson,Mississippi,2021-01-09,47.0,24.0,11.0,,1.0,1.0
66090,Trenton,New Jersey,2021-01-09,23.0,31.0,,3.0,,
95744,Nashville,Tennessee,2021-01-09,46.0,,,,,
222,Montgomery,Alabama,2021-01-09,39.0,,,,,
56046,Helena,Montana,2021-01-09,41.0,,,,,
81016,Oklahoma City,Oklahoma,2021-01-10,77.0,,21.0,6.0,,3.0
23220,Honolulu,Hawaii,2021-01-10,13.0,20.0,,,,
32315,Des Moines,Iowa,2021-01-10,55.0,,,4.0,,
88550,Providence,Rhode Island,2021-01-10,14.0,31.0,,8.0,,1.0
103757,Richmond,Virginia,2021-01-10,24.0,13.0,,5.0,,
22814,Atlanta,Georgia,2021-01-10,38.0,,,,,
78724,Columbus,Ohio,2021-01-10,30.0,,,,,
85903,Harrisburg,Pennsylvania,2021-01-10,19.0,27.0,10.0,13.0,,
114104,Cheyenne,Wyoming,2021-01-10,11.0,26.0,5.0,5.0,,
73835,Raleigh,North Carolina,2021-01-10,27.0,28.0,12.0,9.0,9.0,3.0
29821,Indianapolis,Idiana,2021-01-10,59.0,14.0,,14.0,,5.0
60923,Carson City,Nevada,2021-01-10,13.0,,,,,
48077,Lansing,Michigan,2021-01-10,50.0,21.0,,15.0,,
15183,Hartford,Connecticut,2021-01-10,18.0,13.0,10.0,2.0,,
17684,Dover,Delaware,2021-01-10,24.0,28.0,,,,
95745,Nashville,Tennessee,2021-01-10,54.0,,,,,
34862,Topeka,Kansas,2021-01-10,70.0,18.0,30.0,,,
20175,Tallahassee,Florida,2021-01-10,41.0,10.0,,,,
56047,Helena,Montana,2021-01-10,52.0,,,,,
45263,Boston,Massachusetts,2021-01-10,29.0,25.0,,17.0,,2.0
51032,Jackson,Mississippi,2021-01-10,42.0,23.0,11.0,,1.0,1.0
2590,Juneau,Alaska,2021-01-10,13.0,,2.0,,,
93545,Pierre,South Dakota,2021-01-10,24.0,,,,,
100623,Salt Lake City,Utah,2021-01-10,58.0,18.0,,19.0,,
5026,Phoenix,Arizona,2021-01-10,46.0,29.0,46.0,,,9.0
101240,Montpelier,Vermont,2021-01-10,14.0,28.0,,,1.0,1.0
10176,Sacramento,California,2021-01-10,42.0,,,5.0,,
106463,Olympia,Washington,2021-01-10,33.0,,9.0,,,
92027,Columbia,South Carolina,2021-01-10,,21.0,,,,1.0
98007,Austin,Texas,2021-01-10,49.0,,,,,
53537,Jefferson City,Missouri,2021-01-10,30.0,,,3.0,,2.0
76264,Bismarck,North Dakota,2021-01-10,45.0,19.0,10.0,4.0,4.0,1.0
63613,Concord,New Hampshire,2021-01-10,16.0,31.0,8.0,,1.0,1.0
223,Montgomery,Alabama,2021-01-10,47.0,,,,,
37295,Frankfort,Kentucky,2021-01-10,54.0,,,,,
83446,Salem,Oregon,2021-01-10,44.0,,,,,
48552,Saint Pau,Minnesota,2021-01-10,68.0,,,,,
68971,Santa Fe,New Mexico,2021-01-10,27.0,25.0,,,,
28336,Springfield,Illinois,2021-01-10,28.0,,,,,
42755,Annapolis,Maryland,2021-01-10,21.0,,,16.0,,
12773,Denver,Colorado,2021-01-10,39.0,5.0,15.0,8.0,,2.0
66091,Trenton,New Jersey,2021-01-10,15.0,28.0,,8.0,,
111465,Madison,Wisconsin,2021-01-10,38.0,,19.0,,,
109309,Olympia,Washington,2021-01-10,50.0,21.0,,,,
39699,Baton Rouge,Louisiana,2021-01-10,39.0,21.0,10.0,1.0,,1.0
58539,Lincoln,Nebraska,2021-01-10,59.0,,,,,
25823,Boise,Idaho,2021-01-10,27.0,,11.0,,,6.0
7441,Little Rock,Arkansas,2021-01-10,24.0,22.0,,,,
12774,Denver,Colorado,2021-01-11,55.0,9.0,23.0,10.0,,3.0
224,Montgomery,Alabama,2021-01-11,54.0,,,,,
45264,Boston,Massachusetts,2021-01-11,37.0,9.0,,29.0,,5.0
2591,Juneau,Alaska,2021-01-11,13.0,,2.0,,,
92028,Columbia,South Carolina,2021-01-11,,27.0,,,,1.0
114105,Cheyenne,Wyoming,2021-01-11,20.0,35.0,4.0,1.0,,
56048,Helena,Montana,2021-01-11,62.0,,,,,
60924,Carson City,Nevada,2021-01-11,16.0,,,,,
98008,Austin,Texas,2021-01-11,39.0,,,,,
15184,Hartford,Connecticut,2021-01-11,26.0,1.0,27.0,11.0,,
101241,Montpelier,Vermont,2021-01-11,22.0,25.0,,,,1.0
73836,Raleigh,North Carolina,2021-01-11,36.0,14.0,22.0,16.0,16.0,7.0
53538,Jefferson City,Missouri,2021-01-11,49.0,,,9.0,,2.0
10177,Sacramento,California,2021-01-11,64.0,,,7.0,,
78725,Columbus,Ohio,2021-01-11,58.0,,,,,
22815,Atlanta,Georgia,2021-01-11,45.0,,,,,
42756,Annapolis,Maryland,2021-01-11,25.0,,,33.0,,
103758,Richmond,Virginia,2021-01-11,25.0,5.0,,9.0,,
66092,Trenton,New Jersey,2021-01-11,25.0,14.0,,21.0,,
23221,Honolulu,Hawaii,2021-01-11,15.0,20.0,,,,
28337,Springfield,Illinois,2021-01-11,50.0,,,,,
5027,Phoenix,Arizona,2021-01-11,37.0,28.0,37.0,,,8.0
95746,Nashville,Tennessee,2021-01-11,61.0,,,,,
85904,Harrisburg,Pennsylvania,2021-01-11,33.0,9.0,24.0,23.0,1.0,
39700,Baton Rouge,Louisiana,2021-01-11,40.0,18.0,7.0,1.0,1.0,1.0
63614,Concord,New Hampshire,2021-01-11,21.0,30.0,18.0,,1.0,1.0
58540,Lincoln,Nebraska,2021-01-11,48.0,,,,,
29822,Indianapolis,Idiana,2021-01-11,67.0,13.0,,12.0,,4.0
88551,Providence,Rhode Island,2021-01-11,18.0,15.0,,21.0,1.0,5.0
111466,Madison,Wisconsin,2021-01-11,57.0,,14.0,,,
109310,Olympia,Washington,2021-01-11,48.0,18.0,,,,
93546,Pierre,South Dakota,2021-01-11,8.0,,,,,
68972,Santa Fe,New Mexico,2021-01-11,34.0,31.0,,,,
100624,Salt Lake City,Utah,2021-01-11,40.0,14.0,,27.0,,
83447,Salem,Oregon,2021-01-11,50.0,,,,,
32316,Des Moines,Iowa,2021-01-11,46.0,,,4.0,,
48078,Lansing,Michigan,2021-01-11,77.0,21.0,,6.0,,
37296,Frankfort,Kentucky,2021-01-11,67.0,,,,,
25824,Boise,Idaho,2021-01-11,29.0,,15.0,,,6.0
17685,Dover,Delaware,2021-01-11,24.0,23.0,,,,
81017,Oklahoma City,Oklahoma,2021-01-11,59.0,,21.0,13.0,,5.0
34863,Topeka,Kansas,2021-01-11,76.0,16.0,15.0,,,
20176,Tallahassee,Florida,2021-01-11,44.0,11.0,,,,
76265,Bismarck,North Dakota,2021-01-11,30.0,15.0,11.0,6.0,6.0,1.0
48553,Saint Pau,Minnesota,2021-01-11,63.0,,,,,
51033,Jackson,Mississippi,2021-01-11,45.0,19.0,12.0,,1.0,1.0
7442,Little Rock,Arkansas,2021-01-11,34.0,21.0,,,,
106464,Olympia,Washington,2021-01-11,21.0,,9.0,,,
48554,Saint Pau,Minnesota,2021-01-12,25.0,,,,,
5028,Phoenix,Arizona,2021-01-12,39.0,22.0,39.0,,,7.0
109311,Olympia,Washington,2021-01-12,54.0,23.0,,,,
76266,Bismarck,North Dakota,2021-01-12,19.0,18.0,11.0,5.0,5.0,1.0
111467,Madison,Wisconsin,2021-01-12,50.0,,17.0,,1.0,
101242,Montpelier,Vermont,2021-01-12,25.0,26.0,,,,1.0
39701,Baton Rouge,Louisiana,2021-01-12,23.0,,14.0,1.0,,1.0
81018,Oklahoma City,Oklahoma,2021-01-12,48.0,,21.0,11.0,,3.0
225,Montgomery,Alabama,2021-01-12,53.0,,,,,
28338,Springfield,Illinois,2021-01-12,38.0,,,,,
7443,Little Rock,Arkansas,2021-01-12,36.0,24.0,,,,
53539,Jefferson City,Missouri,2021-01-12,44.0,,,18.0,,3.0
83448,Salem,Oregon,2021-01-12,21.0,,,,,
106465,Olympia,Washington,2021-01-12,20.0,,6.0,,,
42757,Annapolis,Maryland,2021-01-12,64.0,,,26.0,,
78726,Columbus,Ohio,2021-01-12,65.0,,,,,
10178,Sacramento,California,2021-01-12,74.0,,,8.0,,
25825,Boise,Idaho,2021-01-12,39.0,,13.0,,,4.0
92029,Columbia,South Carolina,2021-01-12,,20.0,,,1.0,
98009,Austin,Texas,2021-01-12,27.0,,,,,
37297,Frankfort,Kentucky,2021-01-12,70.0,,,,,
66093,Trenton,New Jersey,2021-01-12,44.0,21.0,,16.0,,
29823,Indianapolis,Idiana,2021-01-12,61.0,14.0,,8.0,,3.0
63615,Concord,New Hampshire,2021-01-12,42.0,17.0,16.0,,1.0,2.0
32317,Des Moines,Iowa,2021-01-12,35.0,,,9.0,,
114106,Cheyenne,Wyoming,2021-01-12,9.0,37.0,6.0,1.0,,
34864,Topeka,Kansas,2021-01-12,46.0,21.0,12.0,,,
95747,Nashville,Tennessee,2021-01-12,67.0,,,,,
17686,Dover,Delaware,2021-01-12,41.0,22.0,,,,
15185,Hartford,Connecticut,2021-01-12,65.0,9.0,20.0,7.0,,
60925,Carson City,Nevada,2021-01-12,16.0,,,,,
40352,Augusta,Maine,2021-01-12,42.0,,,,,
45265,Boston,Massachusetts,2021-01-12,59.0,16.0,,22.0,,3.0
48079,Lansing,Michigan,2021-01-12,66.0,18.0,,6.0,,
58541,Lincoln,Nebraska,2021-01-12,22.0,,,,,
73837,Raleigh,North Carolina,2021-01-12,57.0,21.0,14.0,11.0,11.0,2.0
100625,Salt Lake City,Utah,2021-01-12,70.0,14.0,,29.0,,
56049,Helena,Montana,2021-01-12,58.0,,,,,
20177,Tallahassee,Florida,2021-01-12,49.0,9.0,,,,
93547,Pierre,South Dakota,2021-01-12,11.0,,,,,
51034,Jackson,Mississippi,2021-01-12,50.0,22.0,18.0,,2.0,1.0
22816,Atlanta,Georgia,2021-01-12,50.0,,,,1.0,
68973,Santa Fe,New Mexico,2021-01-12,29.0,32.0,,,,
88552,Providence,Rhode Island,2021-01-12,55.0,23.0,,14.0,1.0,3.0
103759,Richmond,Virginia,2021-01-12,51.0,11.0,,6.0,,
85905,Harrisburg,Pennsylvania,2021-01-12,82.0,16.0,24.0,20.0,1.0,
12775,Denver,Colorado,2021-01-12,32.0,10.0,22.0,10.0,1.0,4.0
23222,Honolulu,Hawaii,2021-01-12,20.0,23.0,,,,
2592,Juneau,Alaska,2021-01-12,10.0,,2.0,,,
106466,Olympia,Washington,2021-01-13,7.0,,34.0,,,
58542,Lincoln,Nebraska,2021-01-13,20.0,,,,,
76267,Bismarck,North Dakota,2021-01-13,14.0,25.0,18.0,6.0,6.0,1.0
56050,Helena,Montana,2021-01-13,62.0,,,,,
51035,Jackson,Mississippi,2021-01-13,57.0,27.0,21.0,,1.0,4.0
7444,Little Rock,Arkansas,2021-01-13,40.0,27.0,,,,
10179,Sacramento,California,2021-01-13,86.0,,,6.0,,
73838,Raleigh,North Carolina,2021-01-13,47.0,24.0,17.0,13.0,13.0,
45266,Boston,Massachusetts,2021-01-13,54.0,16.0,,19.0,,2.0
78727,Columbus,Ohio,2021-01-13,61.0,,,,,
100626,Salt Lake City,Utah,2021-01-13,93.0,22.0,,30.0,,
15186,Hartford,Connecticut,2021-01-13,54.0,5.0,24.0,8.0,,
5029,Phoenix,Arizona,2021-01-13,47.0,24.0,47.0,,,9.0
48555,Saint Pau,Minnesota,2021-01-13,53.0,,,,,
48080,Lansing,Michigan,2021-01-13,67.0,14.0,,9.0,,
22817,Atlanta,Georgia,2021-01-13,34.0,,,,1.0,
25826,Boise,Idaho,2021-01-13,26.0,,12.0,,,2.0
93548,Pierre,South Dakota,2021-01-13,9.0,,,,,
12776,Denver,Colorado,2021-01-13,24.0,14.0,15.0,9.0,1.0,3.0
88553,Providence,Rhode Island,2021-01-13,42.0,21.0,,9.0,1.0,2.0
53540,Jefferson City,Missouri,2021-01-13,50.0,,,14.0,,3.0
101243,Montpelier,Vermont,2021-01-13,34.0,21.0,,,,1.0
85906,Harrisburg,Pennsylvania,2021-01-13,86.0,19.0,18.0,19.0,1.0,
68974,Santa Fe,New Mexico,2021-01-13,19.0,32.0,,,,
103760,Richmond,Virginia,2021-01-13,48.0,10.0,,8.0,,
23223,Honolulu,Hawaii,2021-01-13,13.0,23.0,,,,
81019,Oklahoma City,Oklahoma,2021-01-13,49.0,,26.0,12.0,,3.0
2593,Juneau,Alaska,2021-01-13,15.0,,3.0,,,
109312,Olympia,Washington,2021-01-13,58.0,25.0,,,,
28339,Springfield,Illinois,2021-01-13,40.0,,,,,
17687,Dover,Delaware,2021-01-13,57.0,26.0,,,,
40353,Augusta,Maine,2021-01-13,43.0,,,,,
60926,Carson City,Nevada,2021-01-13,11.0,,,,,
29824,Indianapolis,Idiana,2021-01-13,61.0,19.0,,10.0,,4.0
42758,Annapolis,Maryland,2021-01-13,62.0,,,28.0,,
20178,Tallahassee,Florida,2021-01-13,33.0,9.0,,,,
32318,Des Moines,Iowa,2021-01-13,33.0,,,8.0,,
111468,Madison,Wisconsin,2021-01-13,56.0,,22.0,,,
66094,Trenton,New Jersey,2021-01-13,68.0,18.0,,14.0,,
63616,Concord,New Hampshire,2021-01-13,44.0,24.0,12.0,,1.0,2.0
39702,Baton Rouge,Louisiana,2021-01-13,39.0,26.0,14.0,2.0,1.0,1.0
95748,Nashville,Tennessee,2021-01-13,66.0,,,,,
226,Montgomery,Alabama,2021-01-13,61.0,,,,,
98010,Austin,Texas,2021-01-13,53.0,,,,,
37298,Frankfort,Kentucky,2021-01-13,65.0,,,,,
92030,Columbia,South Carolina,2021-01-13,,19.0,,,,
114107,Cheyenne,Wyoming,2021-01-13,9.0,40.0,27.0,1.0,1.0,
83449,Salem,Oregon,2021-01-13,6.0,,,,,
34865,Topeka,Kansas,2021-01-13,30.0,21.0,15.0,,,
85907,Harrisburg,Pennsylvania,2021-01-14,72.0,12.0,24.0,24.0,1.0,
73839,Raleigh,North Carolina,2021-01-14,41.0,18.0,17.0,6.0,6.0,
51036,Jackson,Mississippi,2021-01-14,55.0,30.0,16.0,,1.0,2.0
40354,Augusta,Maine,2021-01-14,40.0,,,,,
17688,Dover,Delaware,2021-01-14,63.0,21.0,,,,
45267,Boston,Massachusetts,2021-01-14,50.0,6.0,,25.0,,3.0
20179,Tallahassee,Florida,2021-01-14,37.0,13.0,,,,
88554,Providence,Rhode Island,2021-01-14,38.0,12.0,,19.0,1.0,4.0
56051,Helena,Montana,2021-01-14,20.0,,,,,
58543,Lincoln,Nebraska,2021-01-14,15.0,,,,,
109313,Olympia,Washington,2021-01-14,45.0,28.0,,,,
93549,Pierre,South Dakota,2021-01-14,11.0,,,,,
39703,Baton Rouge,Louisiana,2021-01-14,41.0,36.0,19.0,3.0,1.0,2.0
76268,Bismarck,North Dakota,2021-01-14,19.0,24.0,32.0,1.0,1.0,
37299,Frankfort,Kentucky,2021-01-14,58.0,,,,,
48556,Saint Pau,Minnesota,2021-01-14,44.0,,,,,
7445,Little Rock,Arkansas,2021-01-14,33.0,31.0,,,,
83450,Salem,Oregon,2021-01-14,21.0,,,,,
68975,Santa Fe,New Mexico,2021-01-14,14.0,35.0,,,,
25827,Boise,Idaho,2021-01-14,19.0,,24.0,,,3.0
29825,Indianapolis,Idiana,2021-01-14,61.0,18.0,,10.0,,4.0
111469,Madison,Wisconsin,2021-01-14,62.0,,24.0,,,
100627,Salt Lake City,Utah,2021-01-14,97.0,25.0,,17.0,,
48081,Lansing,Michigan,2021-01-14,67.0,15.0,,12.0,,
81020,Oklahoma City,Oklahoma,2021-01-14,52.0,,29.0,5.0,,3.0
34866,Topeka,Kansas,2021-01-14,32.0,28.0,24.0,,,
32319,Des Moines,Iowa,2021-01-14,28.0,,,6.0,,
2594,Juneau,Alaska,2021-01-14,16.0,,2.0,,,
63617,Concord,New Hampshire,2021-01-14,36.0,21.0,29.0,,1.0,2.0
106467,Olympia,Washington,2021-01-14,105.0,,13.0,,,
10180,Sacramento,California,2021-01-14,71.0,,,5.0,,
28340,Springfield,Illinois,2021-01-14,30.0,,,,,
12777,Denver,Colorado,2021-01-14,17.0,14.0,13.0,4.0,,1.0
103761,Richmond,Virginia,2021-01-14,47.0,12.0,,7.0,,
53541,Jefferson City,Missouri,2021-01-14,42.0,,,12.0,,2.0
23224,Honolulu,Hawaii,2021-01-14,24.0,25.0,,,,
101244,Montpelier,Vermont,2021-01-14,35.0,20.0,,,,1.0
15187,Hartford,Connecticut,2021-01-14,60.0,2.0,40.0,8.0,,
60927,Carson City,Nevada,2021-01-14,10.0,,,,,
42759,Annapolis,Maryland,2021-01-14,62.0,,,30.0,,
95749,Nashville,Tennessee,2021-01-14,58.0,,,,,
78728,Columbus,Ohio,2021-01-14,58.0,,,,,
5030,Phoenix,Arizona,2021-01-14,58.0,21.0,58.0,,,10.0
22818,Atlanta,Georgia,2021-01-14,37.0,,,,,
66095,Trenton,New Jersey,2021-01-14,73.0,17.0,,19.0,,
114108,Cheyenne,Wyoming,2021-01-14,35.0,33.0,6.0,1.0,,1.0
92031,Columbia,South Carolina,2021-01-14,,9.0,,,,1.0
5031,Phoenix,Arizona,2021-01-15,49.0,25.0,49.0,,,10.0
109314,Olympia,Washington,2021-01-15,41.0,22.0,,,,
63618,Concord,New Hampshire,2021-01-15,74.0,11.0,23.0,,1.0,2.0
28341,Springfield,Illinois,2021-01-15,31.0,,,,,
66096,Trenton,New Jersey,2021-01-15,71.0,24.0,,13.0,,
81021,Oklahoma City,Oklahoma,2021-01-15,25.0,,25.0,1.0,,3.0
227,Montgomery,Alabama,2021-01-15,44.0,,,,,
48082,Lansing,Michigan,2021-01-15,65.0,14.0,,14.0,,
111470,Madison,Wisconsin,2021-01-15,70.0,,9.0,,,
76269,Bismarck,North Dakota,2021-01-15,18.0,20.0,14.0,1.0,1.0,1.0
103762,Richmond,Virginia,2021-01-15,39.0,13.0,,4.0,,
100628,Salt Lake City,Utah,2021-01-15,12.0,16.0,,28.0,,
7446,Little Rock,Arkansas,2021-01-15,24.0,28.0,,,,
101245,Montpelier,Vermont,2021-01-15,57.0,28.0,,,,1.0
98011,Austin,Texas,2021-01-15,24.0,,,,,
29826,Indianapolis,Idiana,2021-01-15,53.0,18.0,,8.0,,4.0
39704,Baton Rouge,Louisiana,2021-01-15,33.0,31.0,18.0,2.0,1.0,1.0
92032,Columbia,South Carolina,2021-01-15,,22.0,,,,
42760,Annapolis,Maryland,2021-01-15,68.0,,,24.0,,
48557,Saint Pau,Minnesota,2021-01-15,63.0,,,,,
25828,Boise,Idaho,2021-01-15,38.0,,24.0,,,4.0
78729,Columbus,Ohio,2021-01-15,47.0,,,,,
83451,Salem,Oregon,2021-01-15,37.0,,,,,
37300,Frankfort,Kentucky,2021-01-15,44.0,,,,,
114109,Cheyenne,Wyoming,2021-01-15,8.0,35.0,7.0,1.0,,
2595,Juneau,Alaska,2021-01-15,13.0,,2.0,,,
58544,Lincoln,Nebraska,2021-01-15,20.0,,,,,
85908,Harrisburg,Pennsylvania,2021-01-15,83.0,17.0,18.0,11.0,,
106468,Olympia,Washington,2021-01-15,38.0,,10.0,,,
73840,Raleigh,North Carolina,2021-01-15,51.0,28.0,17.0,9.0,9.0,3.0
22819,Atlanta,Georgia,2021-01-15,38.0,,,,,
45268,Boston,Massachusetts,2021-01-15,84.0,19.0,,15.0,,2.0
60928,Carson City,Nevada,2021-01-15,16.0,,,,,
88555,Providence,Rhode Island,2021-01-15,69.0,24.0,,10.0,,2.0
40355,Augusta,Maine,2021-01-15,49.0,,,,,
23225,Honolulu,Hawaii,2021-01-15,25.0,8.0,,,,
51037,Jackson,Mississippi,2021-01-15,39.0,29.0,25.0,,1.0,1.0
17689,Dover,Delaware,2021-01-15,56.0,31.0,,,,
15188,Hartford,Connecticut,2021-01-15,91.0,12.0,26.0,3.0,,
12778,Denver,Colorado,2021-01-15,14.0,10.0,14.0,10.0,,2.0
34867,Topeka,Kansas,2021-01-15,20.0,26.0,13.0,,,
93550,Pierre,South Dakota,2021-01-15,25.0,,,,,
10181,Sacramento,California,2021-01-15,63.0,,,5.0,,
68976,Santa Fe,New Mexico,2021-01-15,15.0,35.0,,,,
95750,Nashville,Tennessee,2021-01-15,43.0,,,,,
56052,Helena,Montana,2021-01-15,25.0,,,,,
53542,Jefferson City,Missouri,2021-01-15,32.0,,,6.0,,2.0
20180,Tallahassee,Florida,2021-01-15,45.0,12.0,,,,
32320,Des Moines,Iowa,2021-01-15,24.0,,,3.0,,
228,Montgomery,Alabama,2021-01-16,16.0,,,,,
95751,Nashville,Tennessee,2021-01-16,23.0,,,,,
73841,Raleigh,North Carolina,2021-01-16,47.0,20.0,13.0,5.0,5.0,2.0
85909,Harrisburg,Pennsylvania,2021-01-16,94.0,24.0,7.0,7.0,1.0,
37301,Frankfort,Kentucky,2021-01-16,22.0,,,,,
5032,Phoenix,Arizona,2021-01-16,52.0,26.0,52.0,,,12.0
51038,Jackson,Mississippi,2021-01-16,25.0,24.0,18.0,,1.0,2.0
34868,Topeka,Kansas,2021-01-16,14.0,19.0,9.0,,,
48558,Saint Pau,Minnesota,2021-01-16,34.0,,,,,
53543,Jefferson City,Missouri,2021-01-16,15.0,,,4.0,,2.0
83452,Salem,Oregon,2021-01-16,46.0,,,,,
32321,Des Moines,Iowa,2021-01-16,18.0,,,2.0,,
92033,Columbia,South Carolina,2021-01-16,,15.0,,,,2.0
106469,Olympia,Washington,2021-01-16,26.0,,14.0,,,
25829,Boise,Idaho,2021-01-16,49.0,,23.0,,,5.0
23226,Honolulu,Hawaii,2021-01-16,34.0,,,,,
20181,Tallahassee,Florida,2021-01-16,38.0,13.0,,,,
103763,Richmond,Virginia,2021-01-16,49.0,8.0,,2.0,,
56053,Helena,Montana,2021-01-16,27.0,,,,,
100629,Salt Lake City,Utah,2021-01-16,33.0,23.0,,20.0,,
12779,Denver,Colorado,2021-01-16,19.0,12.0,7.0,6.0,,2.0
88556,Providence,Rhode Island,2021-01-16,51.0,32.0,,2.0,,1.0
111471,Madison,Wisconsin,2021-01-16,31.0,,7.0,,,
66097,Trenton,New Jersey,2021-01-16,54.0,24.0,,4.0,,
48083,Lansing,Michigan,2021-01-16,50.0,18.0,,7.0,,
98012,Austin,Texas,2021-01-16,17.0,,,,,
81022,Oklahoma City,Oklahoma,2021-01-16,17.0,,22.0,7.0,,5.0
93551,Pierre,South Dakota,2021-01-16,24.0,,,,,
68977,Santa Fe,New Mexico,2021-01-16,11.0,32.0,,,,
15189,Hartford,Connecticut,2021-01-16,66.0,10.0,5.0,1.0,,
10182,Sacramento,California,2021-01-16,76.0,,,7.0,,
17690,Dover,Delaware,2021-01-16,58.0,26.0,,,,
40356,Augusta,Maine,2021-01-16,44.0,,,,,
29827,Indianapolis,Idiana,2021-01-16,29.0,11.0,,11.0,,4.0
114110,Cheyenne,Wyoming,2021-01-16,26.0,32.0,4.0,1.0,,
28342,Springfield,Illinois,2021-01-16,14.0,,,,,
58545,Lincoln,Nebraska,2021-01-16,23.0,,,,,
109315,Olympia,Washington,2021-01-16,48.0,20.0,,,,
60929,Carson City,Nevada,2021-01-16,24.0,,,,,
7447,Little Rock,Arkansas,2021-01-16,18.0,21.0,,,,
101246,Montpelier,Vermont,2021-01-16,35.0,30.0,,,,1.0
78730,Columbus,Ohio,2021-01-16,26.0,,,,,
63619,Concord,New Hampshire,2021-01-16,58.0,24.0,7.0,,1.0,2.0
2596,Juneau,Alaska,2021-01-16,12.0,,2.0,,,
22820,Atlanta,Georgia,2021-01-16,30.0,,,,,
39705,Baton Rouge,Louisiana,2021-01-16,20.0,28.0,17.0,3.0,,1.0
42761,Annapolis,Maryland,2021-01-16,63.0,,,8.0,,
45269,Boston,Massachusetts,2021-01-16,57.0,28.0,,6.0,,1.0
76270,Bismarck,North Dakota,2021-01-16,23.0,22.0,13.0,4.0,4.0,
229,Montgomery,Alabama,2021-01-17,15.0,,,,,
34869,Topeka,Kansas,2021-01-17,23.0,24.0,8.0,,,
93552,Pierre,South Dakota,2021-01-17,25.0,,,,,
51039,Jackson,Mississippi,2021-01-17,28.0,30.0,22.0,,1.0,2.0
2597,Juneau,Alaska,2021-01-17,15.0,,3.0,,,
68978,Santa Fe,New Mexico,2021-01-17,25.0,34.0,,,,
15190,Hartford,Connecticut,2021-01-17,14.0,11.0,9.0,1.0,,
17691,Dover,Delaware,2021-01-17,31.0,20.0,,,,
45270,Boston,Massachusetts,2021-01-17,22.0,23.0,,5.0,,1.0
20182,Tallahassee,Florida,2021-01-17,31.0,12.0,,,,
42762,Annapolis,Maryland,2021-01-17,22.0,,,7.0,,
60930,Carson City,Nevada,2021-01-17,14.0,,,,,
98013,Austin,Texas,2021-01-17,51.0,,,,,
22821,Atlanta,Georgia,2021-01-17,31.0,,,,,
73842,Raleigh,North Carolina,2021-01-17,39.0,23.0,7.0,4.0,4.0,1.0
88557,Providence,Rhode Island,2021-01-17,14.0,24.0,,3.0,,1.0
58546,Lincoln,Nebraska,2021-01-17,24.0,,,,,
85910,Harrisburg,Pennsylvania,2021-01-17,37.0,18.0,7.0,6.0,1.0,
53544,Jefferson City,Missouri,2021-01-17,25.0,,,3.0,,1.0
25470,Honolulu,Hawaii,2021-01-17,,27.0,,,,
12780,Denver,Colorado,2021-01-17,12.0,12.0,5.0,5.0,,1.0
40357,Augusta,Maine,2021-01-17,17.0,,,,,
111472,Madison,Wisconsin,2021-01-17,25.0,,5.0,,,
63620,Concord,New Hampshire,2021-01-17,18.0,29.0,6.0,,1.0,2.0
